Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,IL,2015,"12        ",Male,17,Left-Handed,184,28,178,2,Car,8,.298,41,Soccer,209,604,604,497,690,904,26.5,"Left foot",73,70,"Ring finger",September,Spring,Yes,No,Seafood,Milk,Science,8,10,3,"Yes - broadband connection","In person",1,2,4,1,7,2,6,3,1,1,5,13,0,2,Some,"Graduate degree",Pop,Invisibility,Happy,Relative,Health
USA,IL,2015,"12        ",Female,17,Left-Handed,165,23,162,3,Car,5,.497,35,Other,503,482,476,493,722,830,22,"Right foot",70,67,"Index finger",April,Winter,Yes,No,Salads,Water,"Mathematics and statistics",6.5,7,3,"Yes - broadband connection","In person",0,0,2,.5,1,7,1,2,1,0,3,4,0,3,"Very little","High school",Pop,Fly,Happy,Friend,Religious
USA,IL,2019,"10        ",Male,15,Right-Handed,78.4,23,71,2.5,Bus,30-50,0.464,39,Soccer,251,497,701,706,251,806,23,"Same length",80,75,"Index finger",November,Fall,No,No,Other,"Soft drink (caffeinated)","Computers and technology",6-8,3-8,5,"Yes - broadband connection","Internet chat or instant messaging",10-30,10-80,0-5,2,1-2,1,1-2,3-6,3-6,3-6,3-6,4,0,1-5,Some,"Less than high school",,"Freeze time",Rich,"Sports person","Wildlife, animals"
USA,IL,2015,"12        ",Male,17,Ambidextrous,187.5,27,183,1,Car,15,.322,47,Soccer,200,300,500,700,400,1000,28,"Left foot",89,88,"Index finger",March,Fall,No,No,Seafood,,"Mathematics and statistics",9,11,4,"Yes - broadband connection","In person",120,120,2.5,.5,2.5,3,15,0,4,12,1.5,2.5,1,1,Some,"Graduate degree","Rap/Hip hop",Telepathy,Healthy,"Sports person","Education/Youth development"
USA,IL,2018,"12        ",Male,18,Right-Handed,165,25.9,126,2,Car,15,.718,54,"Martial Arts",749,356,469,470,999,1000,25.9,"Left foot",64,70,"Index finger",February,Summer,No,No,Pizza/Pasta,Water,Science,6,8,6,"Yes - broadband connection","Internet chat or instant messaging",60,59,8,1,4,3,6,27,.5,48,100,0,27,1,"Very little",Other,"Rap/Hip hop",Fly,Happy,"Sports person",Health
USA,IL,2012,"12        ",Female,18,Right-Handed,63,17.78,63,1,Walk,3,0.718,66,Dancing,0,0,0,0,0,0,17.78,"Same length",,,"Ring finger",July,Summer,Yes,No,Pizza/Pasta,Juice,English,8,11,6,"Yes - other","Text messaging",600,646,35,56,21,14,0,0,12,168,12,8,0,0,"A lot","High school","Rap/Hip hop","Freeze time",Rich,Friend,Other
USA,IL,2016,"9         ",Female,14,Right-Handed,162,24,160,1,Car,20,.722,54,Dancing,430,460,750,500,750,800,23,"Right foot",7,,"Same length",June,Summer,No,No,"Rice/Noodle dishes","Sports drink",English,6.5,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,60,10,.5,10,1,,,,,,,,,Some,"Undergraduate degree",Pop,Fly,Healthy,Relative,Health
USA,IL,2015,"12        ",Female,17,Right-Handed,185,28,185,1,Car,12,.551," 33",Other,400,800,500,500,900,1000,27,,76,81,"Ring finger",January,Spring,No,No,Poultry,Water,"Mathematics and statistics",5.5,8,3,"Yes - broadband connection","Text messaging",30,100,12,.5,15,2,12,1,20,15,130,18,0,7,"A lot","Undergraduate degree",Pop,Telepathy,Happy,"Musician or singer",Health
USA,IL,2016,"9         ",Female,15,Right-Handed,176,25,178,2,"Rail (Train/Tram/Subway)",35,0.709,68,Other,978,979,999,750,50,859,25,"Same length",90,93,"Ring finger",October,Fall,No,No,"Rice/Noodle dishes",Water,Other,5,10,4,"Yes - broadband connection","Text messaging",50,70,6,0,3,2,0,0,3,2,1,1,0,0,"A lot","High school",Other,Invisibility,Happy,Relative,Health
USA,IL,2019,"10        ",Female,15,Right-Handed,5.2,24.5,155,2,Walk,10m,0.343,46,Swimming,900,700,800,600,600,700,24.5,"Same length",70,70,"Same length",May,Fall,No,No,"No favorite",Juice,Music,7,6,6,"Yes - other","In person",3,4,5hr,5min,8hr,6hr,1hr,5hr,10min,5min,2hr,5hr,0,4hr,Some,"Graduate degree",Pop,Invisibility,Happy,Relative,Environment
USA,IL,2017,"9         ",Male,15,Right-Handed,170,15,50,1,Car,30,1,80,Lacrosse,500,500,500,500,500,500,16,"Left foot",20,24,"Ring finger",April,Summer,No,No,Meat,Milk,"Physical education",8,11,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",10,10,1,1,1,1,1,1,1,1,1,1,1,1,"A lot","Undergraduate degree","Rap/Hip hop",Fly,Happy,"Sports person",Health
USA,IL,2018,"12        ",Female,17,Right-Handed,165,24,171,1,Car,5,.361,47,Gymnastics,900,600,600,800,500,900,24,"Same length",74,70,"Index finger",December,Fall,Yes,No,"Rice/Noodle dishes",Milk,Languages,6,10,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,50,10,1,6,8,15,10,30,7,30,2,15,3,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,"Musician or singer","International aid"
USA,IL,2019,"10        ",Male,15,Right-Handed,180cm,"30 cm",180cm,1,Car,12,1.92,48,Baseball/Softball,545,59,380,861,305,781,30,"Same length",2,2,"Same length",December,Winter,No,,"No favorite","Sports drink","Physical education",7,10,2,"Yes - broadband connection","Cell phone",12,12,3,10,1,10,0,4,10,10,2,4,6,1,None,"Graduate degree","Rap/Hip hop","Super strength",Rich,"Sports person",Other
USA,IL,2014,"12        ",Female,17,Right-Handed,172,23,70,1,Bus,15,.295,28,Basketball,1000,1000,1000,1000,1000,1000,24,"Left foot",70,70,"Same length",May,Fall,Yes,No,Desserts,Water,Art,5,7,4,"Yes - broadband connection","Internet chat or instant messaging",30,30,8,0,20,3,0,0,6,24,20,1,0,0,"A lot","Graduate degree",Other,"Freeze time",Happy,Other,"International aid"
USA,IL,2018,"12        ",Female,17,Left-Handed,164,22,147,2,Car,10,0.348,34,Soccer,1000,1000,1000,665,305,305,22,"Same length",79,79,"Same length",March,Fall,Yes,No,Pizza/Pasta,Water,Other,6,8,4,"Yes - broadband connection","Text messaging",15,30,20,0.5,10,5,15,0,10,10,20,5,5,0,"A lot","Graduate degree",Other,Invisibility,Healthy,Relative,Health
USA,IL,2019,"12        ",Female,17,Right-Handed,176cm,25cm,176cm,2,Boat,"5 min",.414,44,Swimming,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2017,"9         ",Female,15,Right-Handed,155,22,160,2,Car,10,.401,38,Other,1000,900,1000,1000,500,500,22,"Same length",70,70,"Same length",December,Winter,Yes,No,Other,Water,"Mathematics and statistics",6,10,7,"Yes - other","Myspace, Facebook, other social networking sites, or blog",16,20,0,,,,,,,,,,,,,,,,,,
USA,IL,2015,"12        ",Male,17,Right-Handed,183.8,20,182,1,Car,"25 ",0.387,38,Basketball,500,600,600,700,600,900,20,"Same length",80,100,"Ring finger",November,,Yes,No,Pizza/Pasta,Water,Science,9,10,3,"Yes - broadband connection","Text messaging",15,15,0,0,5,2,5,6,0,1,54,54,0,0,"Very little","Graduate degree",Pop,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,IL,2015,"10        ",Male,16,Right-Handed,180,26,182,1,Bus,8.5,.35,49,"Football (American)",508,497,508,503,503,1000,26,"Same length",8,8,"Same length",October,Fall,No,No,Fruit,"Sports drink",Art,7,9,10,"No internet connection","Myspace, Facebook, other social networking sites, or blog",50,50,16,2,4,8,16,1,1,48,48,9,0,0,Some,"Graduate degree",Other,Telepathy,Happy,"Coach or club leader",Health
USA,IL,2017,"12        ",Female,16,Right-Handed,165,23,170,1,Car,"15 ",0.38,39,Running/Jogging,674,487,503,508,583,572,24,"Left foot",69,72,"Ring finger",January,Fall,Yes,Yes,Pizza/Pasta,Water,English,6,8,4,"Yes - other","Text messaging",100,100,35,5,20,5,20,10,15,30,30,30,0,5,"A lot","Undergraduate degree",Other,Telepathy,Rich,Friend,"Education/Youth development"
USA,IL,2014,"12        ",Female,18,Right-Handed,72,9,5,1,Bus,30,,,Other,1000,1000,1000,1000,5,1000,4,"Same length",4,5,"Ring finger",July,Summer,No,No,Pizza/Pasta,Juice,Other,8,12,5,"Yes - other","Text messaging",15,10,6,5,6,5,4,0,0,7,3,2,0,6,"A lot","Undergraduate degree","Rap/Hip hop",Telepathy,Healthy,"Business person",Religious
USA,IL,2016,"12        ",Male,17,Right-Handed,178,26,179,1,Car,4,0.223,87,Other,1000,1000,1000,1000,100,400,26,"Same length",83,86,"Ring finger",February,Spring,No,No,Meat,Water,"Mathematics and statistics",8,9,5,"Yes - broadband connection","In person",30,30,2,0.1,12,1,8,1,0,2,10,5,0,2,"A lot","Graduate degree",Jazz,"Freeze time",Happy,Other,"International aid"
USA,IL,2019,"10        ",Female,15,Left-Handed,170.7,25,170.7,2,Car,10,0.278,46,"Football (American)",1000,1000,1000,1000,160,160,25,"Same length",80,70,"Index finger",April,Fall,Yes,No,Pizza/Pasta,Tea,"Mathematics and statistics",10,8,5,"Yes - other","Internet chat or instant messaging",60,120,12,2,4,6,15,2,4,5,3,1,0,1,Some,"Graduate degree",Pop,Invisibility,Happy,"Musician or singer","Wildlife, animals"
USA,IL,2019,"10        ",Female,15,Right-Handed,170,23,78,1,Car,15,0.59,45,Basketball,11,556,599,465,674,1000,24,"Same length",80,80,"Same length",October,Summer,No,No,"Rice/Noodle dishes",Water,English,8,6,2,"Yes - other","Text messaging",100,70,,,,,,,,,,,,,,,,,,,
USA,IL,2016,"12        ",Female,15,Left-Handed,160,24,170,2,Car,16,0.426,45,Other,1000,1000,1000,1000,326,634,23,"Right foot",67,68,"Ring finger",September,Fall,No,No,"No favorite",Water,Art,6,6,3,"Yes - broadband connection",Other,24,36,6,1,8,1,12,0,4,3,2,0,0,3,Some,Other,"Rap/Hip hop","Freeze time",Happy,"Religious figure",Religious
USA,IL,2016,"9         ",Female,14,Right-Handed,165,18,155,1,Car,10,0.608,66,"Hockey (Ice)",1000,1000,1000,600,500,1000,19,"Left foot",50,60,"Index finger",May,Summer,No,No,Pizza/Pasta,Water,English,7,5,5,"Yes - other","Text messaging",30,80,20,3,10,4,5,0,10,8,10,4,2,3,Some,"Graduate degree",Country,"Super strength",Healthy,Actor,Health
USA,IL,2018,"12        ",Male,18,Right-Handed,57,28,63,1,Car,10,.9,56,"Football (American)",100,800,1000,1000,0,900,29,"Left foot",7,10,"Ring finger",October,Summer,Yes,No,Poultry,Water,"Physical education",5,7,6,"Yes - broadband connection","Text messaging",10,30,30,20,10,10,10,8,8,8,24,0,0,5,Some,"Some college","Rap/Hip hop","Freeze time",Happy,"Sports person","International aid"
USA,IL,2018,"12        ",Female,18,Right-Handed,172,24,165,1,Walk,10,.316,71,Lacrosse,500,500,500,500,500,500,25,"Right foot",70,66,"Index finger",April,Summer,No,No,Pizza/Pasta,Water,Science,8,9,6,"No internet connection","Text messaging",50,50,3,0,1,5,2,0,4,2,4,1,4,1,Some,"Graduate degree",,Telepathy,Happy,"Sports person","International aid"
USA,IL,2017,"9         ",Female,15,Right-Handed,157,23,157,2,Car,7,.855,35,Running/Jogging,500,600,400,300,100,100,23.5,"Left foot",6,6.5,"Ring finger",February,Fall,No,No,Breads/Sandwiches,Water,History,9,8,4,"Yes - other","Text messaging",10,15,48,1,48,45,20,2,10,10,10,15,1,5,Some,"Graduate degree",Pop,"Freeze time",Happy,Relative,"Arts, culture, sports"
USA,IL,2017,"9         ",Male,15,Right-Handed,163,26,36,2,"Rail (Train/Tram/Subway)",90,.684,40,Basketball,500,800,842,575,999,1000,25,"Right foot",30,36,"Ring finger",February,Summer,Yes,No,Meat,Water,"Mathematics and statistics",8.5,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",70,90,3,4,6,1,2,19,5,4,72,0,0,1,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person",Health
USA,IL,2015,"12        ",Male,17,Right-Handed,75.6,28,192,1,Car,"15 ",.333,31,Basketball,0,0,0,0,1000,1000,28,"Same length",9,9,"Same length",May,Fall,No,No,Desserts,Milk,Art,6,5,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",1000,1000,24,0,0,2,5,6,24,24,0,0,0,6,,"Graduate degree","Rap/Hip hop","Freeze time",Rich,"Musician or singer","Arts, culture, sports"
USA,IL,2016,"12        ",Female,17,Right-Handed,153,22,149,2,Car,7,.364,37,Gymnastics,888,294,888,701,166,711,23,"Left foot",57,64,"Ring finger",October,Winter,No,Yes,"No favorite",Water,Art,7,4,3,"Yes - broadband connection","Text messaging",15,25,10,1,8,1,9,2,8,7,21,1,20,0,"A lot","Graduate degree",Techno/Electronic,"Super strength",Healthy,Other,Environment
USA,IL,2015,"12        ",Female,17,Right-Handed,152.4,21,146,2,Car,15,0.332,35,Other,824,262,925,909,1000,1000,23,"Same length",70,75,"Ring finger",April,Fall,Yes,No,"No favorite",Water,English,7,8,3,"Yes - broadband connection","Text messaging",85,100,5,10,30,60,7,0,40,45,20,10,30,5,"A lot","Undergraduate degree",Pop,"Freeze time",Healthy,Relative,"Wildlife, animals"
USA,IL,2019,"12        ",Female,17,Right-Handed,169,24,169,1,Car,12,0.351,44,Dancing,1000,1000,1000,1000,500,500,24,"Same length",110,80,"Index finger",June,Summer,No,No,Seafood,Tea,English,6,9,3,"Yes - broadband connection","In person",25,35,40,,,,,,,,,,,,,,,,,,
USA,IL,2014,"12        ",Female,17,Right-Handed,150,23.5,75,3,Car,10,.74,63,Swimming,900,1000,1000,800,700,1000,23.5,"Same length",30,25,"Ring finger",February,Fall,Yes,No,"Rice/Noodle dishes",Coffee,"Mathematics and statistics",5,9,5,"Yes - other","Text messaging",8,9,4,0,1,0,18,24,50,20,40,20,0,10,Some,Other,"Punk rock",Fly,Happy,Other,"Education/Youth development"
USA,IL,2015,"10        ",Male,16,Right-Handed,330,27,175,1,Car,5,0.3,40,Basketball,800,800,300,800,700,1000,27,"Same length",70,75,"Ring finger",February,Fall,Yes,No,Meat,Water,"Physical education",7,10,3,"No internet connection","In person",10,20,24,2,0,0,10,0,,,,,,,,,,,,,
USA,IL,2015,"12        ",Female,17,Left-Handed,170,24,173,2,Bus,20,.25,36,Soccer,500,0,700,800,900,1000,24,"Same length",7,7.6,"Ring finger",July,Summer,No,No,Fruit,Water,"Mathematics and statistics",7,8,4,"Yes - other","Text messaging",50,55,55,3,5,70,12,0,25,30,20,20,5,10,"Very little","Graduate degree",Techno/Electronic,"Super strength",Healthy,"Sports person","Wildlife, animals"
USA,IL,2017,"9         ",Male,15,Right-Handed,167,24,168,1,Car,30,.47,46,"Hockey (Ice)",2,2,200,300,800,1000,24,"Same length",20,20,"Same length",November,Summer,Yes,No,Meat,"Soft drink (caffeinated)",English,6,3,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,15,12,1,6,7,2,5,4,1,36,3,0,4,"A lot",Other,"Rock and roll","Freeze time",Rich,"Religious figure","Education/Youth development"
USA,IL,2018,"12        ",Female,18,Right-Handed,160,24,164,2,Car,3,.823,56,Swimming,600,600,500,500,700,800,24,"Same length",70,80,"Ring finger",February,Spring,No,No,Fruit,Tea,English,6,8,6,"Yes - other","Text messaging",140,300,17,6,20,5,2,2,16,30,10,7,0,15,Some,"Graduate degree",Pop,Invisibility,Happy,Friend,Religious
USA,IL,2014,"11        ",Female,16,Right-Handed,5,7,,2,Walk,10,0.345,40,Walking/Hiking,100,50,50,50,25,1000,7,"Left foot",2,3,"Ring finger",March,Summer,Yes,No,Pizza/Pasta,Coffee,Other,5,3,6,"Yes - broadband connection","In person",1000,2000,35,42,25,5,15,0,126,140,130,5,0,3,Some,"Graduate degree","Rap/Hip hop","Freeze time",Healthy,Relative,"International aid"
USA,IL,2017,"9         ",Female,14,Right-Handed,157.3,24.3,160,1,Car,21,.642,42,Lacrosse,147,293,754,758,800,700,25.7,"Left foot",80,73,"Index finger",May,Spring,No,No,Salads,Water,"Mathematics and statistics",6,10,6,"Yes - broadband connection","Text messaging",35,100,10,3,10,2,5,4,13,8,8,1,0,1,"A lot","Graduate degree",Pop,"Freeze time",Rich,"Coach or club leader","Education/Youth development"
USA,IL,2019,"10        ",Female,16,Right-Handed,165,25,153,2,Bus,45,0.343,31,Gymnastics,1000,500,1000,500,0,800,25,"Same length",6.5,7,"Ring finger",September,Summer,No,No,Meat,Juice,"Mathematics and statistics",8,5,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog","75 +",75+,4,,,,,,,,,,,,,,,,,,
USA,IL,2016,"9         ",Male,15,Right-Handed,188,29,192,1,"Rail (Train/Tram/Subway)",50,.758,65,"Football (American)",800,500,500,1000,0,300,28.5,"Right foot",75,70,"Index finger",January,Fall,Yes,No,Meat,Water,English,7,9,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",40,200,3,3,7,2,14,0,28,6,0,10,0,0,"Very little","Undergraduate degree","Rap/Hip hop",Fly,Rich,"Sports person",Health
USA,IL,2012,"12        ",Female,17,Right-Handed,162,23.5,159,1,Car,10,.389,27,Baseball/Softball,818,765,936,786,43,11,24,"Left foot",75,70,"Index finger",May,Spring,Yes,No,Pizza/Pasta,Milk,History,7,10,4,"Yes - other","In person",100,100,12,1,8,2,20,0,3,35,1,2,0,2,Some,"Graduate degree",Country,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,IL,2014,"12        ",Female,17,Right-Handed,,,,2,Car,4,,,Dancing,,,,,,,,"Same length",,,"Index finger",April,Fall,No,No,Pizza/Pasta,Water,"Social studies",6,5,3,"Yes - other","Text messaging",115,120,15,3,16,13,21,0,30,91,48,7,25,3,Some,"Graduate degree",Country,Telepathy,Rich,Relative,Health
USA,IL,2012,"11        ",Male,17,Right-Handed,185,30,185,1,Car,4,.321,46,Athletics,6,5,4,1,2,3,30,"Same length",150,80,"Same length",October,Fall,Yes,No,Pizza/Pasta,Water,History,6,7,3,"Yes - broadband connection","Text messaging",50,50,4,0.5,4,2,12,1,6,6,6,15,0,10,Some,"Undergraduate degree",Country,"Super strength",Healthy,"Religious figure",Other
USA,IL,2015,"12        ",Female,17,Left-Handed,167,24,164,2,Bus,30,.369,35,Soccer,487,556,925,481,695,751,26,"Left foot",80,85,"Ring finger",May,Spring,No,No,Seafood,Water,"Social studies",4,7,4,"Yes - broadband connection","Text messaging",300,400,"20 ",1,12,3,8,0,3,50,20,2,25,4,"A lot","Graduate degree",Other,Telepathy,Rich,Politician,"Arts, culture, sports"
USA,IL,2019,"10        ",Male,15,Left-Handed,,,,2,Car,5m,"3,715",42sec,Basketball,503,503,503,503,503,503,,"Same length",,,,January,Spring,No,No,Pizza/Pasta,Water,Science,5hr,7hr,6,"Yes - other","In person",10,10,10m,5m,2hr,8hr,30m,24hr,5hr,20m,4hr,2hr,None,None,,"High school","Rap/Hip hop",Fly,Famous,Actor,Health
USA,IL,2017,"9         ",Female,15,Right-Handed,163,23,172,2,Walk,15,0.441,38,Swimming,950,788,955,668,350,600,23,"Same length",80,85,"Ring finger",September,Fall,No,No,Pizza/Pasta,"Soft drink (caffeinated)",History,6.5,12,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",180,185,0,0,25,10,0,1,14,19,56,5,0,2,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,"International aid"
USA,IL,2019,"12        ",Female,17,Right-Handed,165,,,1,Bus,15,.468,.44,Tennis,80,289,48,535,273,503,,,,,,July,Summer,No,No,Fruit,Juice,English,8,10,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100+,100+,20+,40+,15+,40+,10,,,,,,,,Some,"Graduate degree",,,,,
USA,IL,2015,"12        ",Male,17,Right-Handed,184,25,181,3,Bus,20,.456,57,Other,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2014,"12        ",Female,17,Right-Handed,160,23,160,2,Car,4,.342,48,Other,1000,300,800,500,200,300,23,"Same length",7.5,7.3,"Index finger",January,Fall,Yes,No,"Rice/Noodle dishes",Water,Science,7,8,4,"Yes - other","Text messaging",40,40,4,.5,7,4,3,0,7,9,4,1,10,3,Some,"Graduate degree",Country,Telepathy,Healthy,Relative,"International aid"
USA,IL,2015,"12        ",Male,17,Left-Handed,200,35,200,1,Car,10,.288,33,Basketball,300,300,300,300,900,1000,35,"Same length",10,9,"Index finger",October,Spring,No,No,Meat,Water,"Mathematics and statistics",7,9,5,"Yes - broadband connection","Text messaging",200,200,10,0,5,15,15,8,20,20,5,1,0,1,Some,"Undergraduate degree","Rap/Hip hop","Freeze time",Famous,Relative,Religious
USA,IL,2018,"12        ",Male,16,Right-Handed,179,27,181.5,1.8,Car,11,0.49,38,Athletics,310,80,594,540,545,652,27,"Same length",9,8,"Index finger",December,Winter,No,No,Meat,Other,Other,8,12,4,"Yes - broadband connection","In person",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Very little","Graduate degree",Other,"Super strength",Rich,Friend,Other
USA,IL,2017,"12        ",Male,17,Right-Handed,175,26,173,1,Car,11,0.375,52,Other,134,519,139,775,800,1000,26,"Same length",75,80,"Ring finger",June,Fall,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Science,5,7,5,"Yes - broadband connection","In person",20,20,2,0,20,5,3,2,7,1,3,4,0,4,"A lot","Graduate degree",Other,Telepathy,Healthy,Teacher,"Education/Youth development"
USA,IL,2019,"10        ",Male,15,Right-Handed,170,26,176,2,Bus,~30,0.361,32,None,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2017,"12        ",Female,17,Right-Handed,175,25,173,2,Car,13,0.469,46,Other,1000,1000,1000,1000,615,615,26,"Left foot",7.9,8,"Ring finger",July,Fall,Yes,No,"Rice/Noodle dishes",Coffee,Art,7,9,5,"Yes - broadband connection","Internet chat or instant messaging",150,130,2,14,21,4,10,1,2,3,18,0,15,2,"A lot","Graduate degree",Other,Invisibility,Happy,Other,"International aid"
USA,IL,2019,"10        ",Female,15,Right-Handed,163,25,156,2,Walk,25,0.388,34,Other,497,358,701,455,850,947,25,"Same length",60.5,70.5,"Ring finger",February,Fall,No,No,Meat,Water,"Physical education",7-8,8-10,4,"Yes - broadband connection","In person",35,50,45,2.5,1.5,68,20,0,40,30,3,4,0,6,Some,"Graduate degree",Other,Telepathy,Happy,"Business person","Arts, culture, sports"
USA,IL,2012,"11        ",Female,17,Right-Handed,170,25,180,2,Car,9,0.339,49,Other,739,1000,171,497,508,1000,25,"Same length",7.8,8,"Index finger",September,Fall,No,No,Breads/Sandwiches,Other,Languages,7,11,7,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",37,41,7,7,30,30,0,0,126,126,100,3,11,3,"A lot","Graduate degree","Rhythm and blues (R&B)",Telepathy,Famous,Relative,Health
USA,IL,2019,"10        ",Female,15,Right-Handed,160cm,25cm,155cm,2,Car,15,0.464,48,Other,900,900,1000,900,800,800,25cm,"Same length",75,70,"Index finger",March,Fall,No,No,Meat,Water,Art,8,10,6,"Yes - broadband connection","In person",20,20,40,1,5,30,3,0,30,20,30,10,0,3,Some,"Graduate degree",Other,"Freeze time",Happy,Relative,Environment
USA,IL,2019,"10        ",Male,15,Right-Handed,64,"8 1/2",idk,2,Bus,30min,0.427,42,Soccer,1000,503,497,422,1000,1000,idk,"Same length",idk,idk,"Same length",June,Winter,Yes,No,Fruit,Water,"Mathematics and statistics",8,5,4,"Yes - broadband connection",,30,100,3,0,2,5,2,5,3,1,3,1,8,2,Some,"Graduate degree",Country,Fly,Healthy,Friend,"Arts, culture, sports"
USA,IL,2019,"10        ",Female,16,Right-Handed,160,23.8,163,2,Car,7,0.513,44,Soccer,1000,999,500,1000,20,1000,23.8,"Same length",60,65,"Ring finger",May,Summer,No,No,Seafood,Water,"Physical education",8,6,6,"Yes - other","Internet chat or instant messaging",150,148,10,6,4,5,14,2,7,"4 ",14,14,0,3,"Very little","Graduate degree",Other,Telepathy,Happy,Relative,Health
USA,IL,2012,"12        ",Female,17,Right-Handed,160,25.4,160,1,Walk,4,0.353,29,Baseball/Softball,650,550,450,300,750,1000,25.4,,,,"Index finger",June,Summer,No,No,Poultry,Water,"Mathematics and statistics",9,5,4,"Yes - other","Text messaging",150,175,,,,,,,,,,,,,"Very little","High school","Rap/Hip hop",Telepathy,Happy,Relative,"Arts, culture, sports"
USA,IL,2019,"10        ",Female,15,Right-Handed,171,97,178,2,Walk,20,0.603,54,None,866,754,973,241,176,1000,97,"Same length",80,70,"Index finger",June,Fall,No,No,Meat,Water,Art,6,10,4,"Yes - other","Text messaging",100,100,5,3,2,6,0,0,10,10,10,10,0,0,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,"Wildlife, animals"
USA,IL,2019,"10        ",Male,16,Right-Handed,177,27,181,3,Bus,45,.49,42,None,235,471,717,460,599,679,27,"Same length",7.5,8,"Ring finger",March,Spring,Yes,No,Pizza/Pasta,Other,English,5,2,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",75,10,1,0,7,2,1,5,3,4,7,0,0,2,"A lot","Graduate degree",Other,Telepathy,Happy,Friend,"Wildlife, animals"
USA,IL,2015,"12        ",Male,17,Right-Handed,183,26,187,1,Car,3,.345,53,Swimming,481,460,460,519,1000,1000,25,"Right foot",85,80,"Index finger",April,Spring,Yes,No,Meat,Water,History,8,9,4,"Yes - broadband connection","In person",75,78,10,.5,5,10,10,1,2,1,.5,1,10,1,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,Relative,Health
USA,IL,2018,"12        ",Female,40,Right-Handed,140,25,140,2,Car,20,.405,10,Soccer,0,1,2,3,4,5,20,"Left foot",8,10,"Ring finger",September,Spring,Yes,No,Breads/Sandwiches,Water,"Mathematics and statistics",7,7,4,"Yes - broadband connection","In person",10,10,3,0,0,3,-0,0,0,0,0,0,0,0,None,"Undergraduate degree",Techno/Electronic,Telepathy,Healthy,"Religious figure","Wildlife, animals"
USA,IL,2018,"12        ",Female,17,Right-Handed,179,26,176,3,Car,8,.356,41,Swimming,700,800,400,850,700,9000,26,"Same length",90,100,"Ring finger",March,Winter,No,No,Pizza/Pasta,Water,Languages,7,8,3,"Yes - broadband connection","Text messaging",60,60,4,.1,10,3,5,0,3,.75,.50,0,5,1,"A lot","Graduate degree",Other,Telepathy,Happy,Relative,Other
USA,IL,2016,"9         ",Female,15,Right-Handed,164,23,166,1,Car,"20 ",.64,32,Other,750,800,800,750,900,900,23,"Right foot",74,65,"Index finger",March,Summer,No,No,"Rice/Noodle dishes",Water,Science,6,10,4,"Yes - broadband connection","Text messaging",50,50,10,2,10,7,10,3,7,5,9,9,0,3,"A lot","Graduate degree",Country,Fly,Happy,"Doctor or nurse",Health
